,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Bank
461,1590262140258373634,1589003221112131584,1667983014000.0,2022-11-09 09:36:54,+0100,,kuda isnt a payment app kuda is a microfinance bank  i dont know you guy never heard about vfd microfinance bank  try them out,en,[],[],1320182516331008000,1320182516331008000,MubarakAkorede7,Mubarak Akorede,3,09,https://twitter.com/MubarakAkorede7/status/1590262140258373634,[],[],0,,False,2,1,0,,kuda bank,,,,,,,"[{'screen_name': 'Oyelobentus', 'name': 'Omo Iya Onisu Toti Retire 🍀', 'id': '2506448260'}]",,,,,Kuda bank
462,1590262051481350145,1590262051481350145,1667982993000.0,2022-11-09 09:36:33,+0100,,kuda affected some people after update but it didnt affect me   cause am broke,en,"['kuda', 'kudabank']",[],1383144727185395721,1383144727185395721,Predator733,P2E updates,3,09,https://twitter.com/Predator733/status/1590262051481350145,[],['https://pbs.twimg.com/media/FhG-5YEX0AIl_3D.jpg'],1,https://pbs.twimg.com/media/FhG-5YEX0AIl_3D.jpg,False,13,3,3,,kuda bank,,,,,,,[],,,,,Kuda bank
463,1590261829301063680,1590261829301063680,1667982940000.0,2022-11-09 09:35:40,+0100,,abeg i never chop morning food ohh,en,['kudabank'],[],1560938308242481154,1560938308242481154,Tobiof_tobiloba,Tobiloba Of Lagos,3,09,https://twitter.com/Tobiof_tobiloba/status/1590261829301063680,[],[],0,,False,0,0,0,,kuda bank,,,,,,,[],,,,,Kuda bank
464,1590261824376967169,1590261824376967169,1667982939000.0,2022-11-09 09:35:39,+0100,,i place my atm order and its showing set for delivery for the past three months but yet to be delivered pls whats going on,en,[],[],955047057622032384,955047057622032384,estaclement,Esther Clement,3,09,https://twitter.com/estaclement/status/1590261824376967169,[],[],0,,False,0,0,0,,kuda bank,,,,,,,[],,,,,Kuda bank
465,1590261605907824645,1590261605907824645,1667982887000.0,2022-11-09 09:34:47,+0100,,after seeing kuda trend i rushed back to empty my account without even knowing why it trendingi no wan hear say,en,['kudabank'],[],784021708281933824,784021708281933824,more_blessings1,LOV,3,09,https://twitter.com/more_blessings1/status/1590261605907824645,[],[],0,,False,0,0,0,,kuda bank,,,,,,,[],,,,,Kuda bank
466,1590261501683990528,1590260679105470464,1667982862000.0,2022-11-09 09:34:22,+0100,,boss please dont pass me by not even today of all day that im extremely broke opeyemi jimoh muizkuda bank,en,[],[],1482879198138097664,1482879198138097664,JamieD6849,Opeyemi Jimoh,3,09,https://twitter.com/JamieD6849/status/1590261501683990528,[],[],0,,False,0,0,0,,kuda bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Kuda bank
468,1590261311534833664,1589934043373899776,1667982816000.0,2022-11-09 09:33:36,+0100,,bank name kuda microfinance bank   account name chinwendu godswill felix   account number   bless me this morning,en,[],[],1573359228332515330,1573359228332515330,Felixfunds15426,Felix Junior Fundz,3,09,https://twitter.com/Felixfunds15426/status/1590261311534833664,[],[],0,,False,0,0,0,,kuda bank,,,,,,,"[{'screen_name': 'shubomi_1', 'name': 'Shubomi', 'id': '1539563898193444864'}]",,,,,Kuda bank
470,1590261112318353409,1590227230579621888,1667982769000.0,2022-11-09 09:32:49,+0100,,kuda bank god bless you i will really appreciate it,en,[],[],1535313194209640453,1535313194209640453,Chrisemmy_,Chris,3,09,https://twitter.com/Chrisemmy_/status/1590261112318353409,[],[],0,,False,1,0,0,,kuda bank,,,,,,,"[{'screen_name': 'DavidNanbam', 'name': 'Gift ♐', 'id': '962148303193460736'}]",,,,,Kuda bank
474,1590260933120884737,1590260933120884737,1667982726000.0,2022-11-09 09:32:06,+0100,,make i move my money from kuda bank first what with all these stories,en,[],[],1318787143838347265,1318787143838347265,maryochekwu_,Fly Girl,3,09,https://twitter.com/maryochekwu_/status/1590260933120884737,[],[],0,,False,11,2,5,,kuda bank,,,,,,,[],,,,,Kuda bank
478,1590260637409902594,1590260637409902594,1667982656000.0,2022-11-09 09:30:56,+0100,,after i knew kuda was trending i transferred my little token out of the account then i went ahead to upgrade the app just to be unable to get in the app madt,en,"['kuda', 'kudabank']",[],1040643250581921793,1040643250581921793,makopeyemi,makopeyemi,3,09,https://twitter.com/makopeyemi/status/1590260637409902594,[],['https://pbs.twimg.com/media/FhG9nedWAAElaZ7.jpg'],1,https://pbs.twimg.com/media/FhG9nedWAAElaZ7.jpg,False,0,1,0,,kuda bank,,,,,,,[],,,,,Kuda bank
480,1590260302356303874,1590260298367504385,1667982576000.0,2022-11-09 09:29:36,+0100,,contact maxserve global consulting limited for all safety advice and installations   info save lives save property,en,"['maxserve', 'safety', 'fireextinguisher', 'firealarm', 'fm200', 'safetyvideo', 'kudabank', 'ndlea', 'fireprevention', 'fireequipment']",[],1389853642140827650,1389853642140827650,MaxserveglobalC,maxserveglobal_consulting,3,09,https://twitter.com/MaxserveglobalC/status/1590260302356303874,[],[],0,,False,0,0,0,,kuda bank,,,,,,,[],,,,,Kuda bank
481,1590260256030208001,1590260256030208001,1667982565000.0,2022-11-09 09:29:25,+0100,,dont update your kuda bank  you wont be able to login again,en,[],[],218204342,218204342,Keviin_O,Obum,3,09,https://twitter.com/Keviin_O/status/1590260256030208001,[],[],0,,False,0,0,1,,kuda bank,,,,,,,[],,,,,Kuda bank
482,1590260178334912512,1590259501651103744,1667982546000.0,2022-11-09 09:29:06,+0100,,kuda bank please sir,en,[],[],1576285162937122816,1576285162937122816,Wizdom_peace,Wisdom,3,09,https://twitter.com/Wizdom_peace/status/1590260178334912512,[],[],0,,False,0,0,0,,kuda bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Kuda bank
483,1590259871026319360,1590259871026319360,1667982473000.0,2022-11-09 09:27:53,+0100,,nigerianfounded digital bank kuda   is launching a uknigeria remittance product in the united kingdom today,en,[],[],246702059,246702059,innovationville,InnovationVillage,3,09,https://twitter.com/innovationville/status/1590259871026319360,['https://innovation-village.com/kuda-expands-to-united-kingdom-offering-a-remittance-product-for-nigerians-in-diaspora/'],['https://pbs.twimg.com/media/FhG80jAUAAAC-tJ.jpg'],1,https://pbs.twimg.com/media/FhG80jAUAAAC-tJ.jpg,False,2,0,0,,kuda bank,,,,,,,[],,,,,Kuda bank
484,1590259774146646016,1590259774146646016,1667982450000.0,2022-11-09 09:27:30,+0100,,kuda bank said they want  to upgrade to being called bank of africa when theyre not competent enough to be the bank of south west nigeria if this is part of their long term goal it not necessary execute it this year if they are not ready to live up to the task,en,[],[],1185929505254367237,1185929505254367237,MojeedAkin_,MojeedAkin_📷®,3,09,https://twitter.com/MojeedAkin_/status/1590259774146646016,[],[],0,,False,2,1,2,,kuda bank,,,,,,,[],,,,,Kuda bank
486,1590259660250296320,1590257375327686658,1667982423000.0,2022-11-09 09:27:03,+0100,,kuda bank here i am boss,en,[],[],1576285162937122816,1576285162937122816,Wizdom_peace,Wisdom,3,09,https://twitter.com/Wizdom_peace/status/1590259660250296320,[],[],0,,False,0,1,0,,kuda bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Kuda bank
487,1590259451344609282,1590093688759517185,1667982373000.0,2022-11-09 09:26:13,+0100,,im not sure you can use kuda for international payment try other bank,en,[],[],994646375244673024,994646375244673024,mubzie_,Mubarak,3,09,https://twitter.com/mubzie_/status/1590259451344609282,[],[],0,,False,0,0,0,,kuda bank,,,,,,,"[{'screen_name': 'chukkaemmanuel', 'name': 'm4nny', 'id': '1098953288270204930'}, {'screen_name': 'seyi__xo', 'name': 'Fejká', 'id': '329418950'}]",,,,,Kuda bank
489,1590259307530313730,1590259307530313730,1667982339000.0,2022-11-09 09:25:39,+0100,,i hear say if you update kuda bank dem go deactivate    omoh thank god i never update sha,en,[],[],1340064102618701829,1340064102618701829,Nnamani090,ife_diora,3,09,https://twitter.com/Nnamani090/status/1590259307530313730,[],[],0,,False,1,0,0,,kuda bank,,,,,,,[],,,,,Kuda bank
493,1590258891979649024,1590258891979649024,1667982240000.0,2022-11-09 09:24:00,+0100,,i dont know why yall are complaining tho i updated my kuda app and there no bug or issue with it it working fine why kuda no deactivate my own account,en,['kudabank'],[],1157305682821079040,1157305682821079040,UnusualUnique,Forπicatiπg Virgiπ™,3,09,https://twitter.com/UnusualUnique/status/1590258891979649024,[],['https://pbs.twimg.com/media/FhG8B2yX0AAy7tT.jpg'],1,https://pbs.twimg.com/media/FhG8B2yX0AAy7tT.jpg,False,3,3,0,,kuda bank,,,,,,,[],,,,,Kuda bank
495,1590258763516497920,1590257375327686658,1667982209000.0,2022-11-09 09:23:29,+0100,,kuda microfinance bank i have never been credited but im about to i hope so,en,[],[],1138850016452382722,1138850016452382722,Kehn_ni,Leroy,3,09,https://twitter.com/Kehn_ni/status/1590258763516497920,[],[],0,,False,0,0,0,,kuda bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Kuda bank
502,1590258394845556736,1590258394845556736,1667982121000.0,2022-11-09 09:22:01,+0100,,this one kuda bank dey trend my app still no dey open god abeg oooo,en,[],[],1481594089879609346,1481594089879609346,buikemodibendii,BUIKEM,3,09,https://twitter.com/buikemodibendii/status/1590258394845556736,[],[],0,,False,9,2,0,,kuda bank,,,,,,,[],,,,,Kuda bank
2,1590318021653848064,1589875545403428865,1667996337000.0,2022-11-09 13:18:57,+0100,,sportingking   opay,en,[],[],1460271610825424901,1460271610825424901,Infinity_0_0_8,Infinity,3,13,https://twitter.com/Infinity_0_0_8/status/1590318021653848064,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
3,1590317717063860225,1590032343821344768,1667996265000.0,2022-11-09 13:17:45,+0100,,opay  glory adeleye,en,[],[],1554823413000048641,1554823413000048641,Djglozzy,Angela Johnson,3,13,https://twitter.com/Djglozzy/status/1590317717063860225,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
4,1590317585526304770,1590316224306905089,1667996233000.0,2022-11-09 13:17:13,+0100,,knack me h boss opay  thanks,en,[],[],1558826085428649988,1558826085428649988,Martiability,balku,3,13,https://twitter.com/Martiability/status/1590317585526304770,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'dairo_muheez', 'name': 'Muheez Dairo', 'id': '1550771264524107776'}, {'screen_name': 'slay_jimmy', 'name': 'Slay Jimmy 🦍', 'id': '3363696155'}]",,,,,Opay
8,1590316616587169793,1589875545403428865,1667996002000.0,2022-11-09 13:13:22,+0100,,sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king  paycomopay,en,[],[],1483603536088903681,1483603536088903681,DidyChyna,KarMahh_LeMans,3,13,https://twitter.com/DidyChyna/status/1590316616587169793,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
9,1590316560484220928,1590287248586846208,1667995989000.0,2022-11-09 13:13:09,+0100,,opay adedoyin,en,[],[],1560227487937855488,1560227487937855488,CephasTips,Cephas & Hadex Tips,3,13,https://twitter.com/CephasTips/status/1590316560484220928,[],[],0,,False,0,1,0,,opay,,,,,,,"[{'screen_name': 'Stevebams_IMG', 'name': 'Stevebamsimagery', 'id': '1574489680661340160'}, {'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
10,1590316512669491200,1590257273091153920,1667995977000.0,2022-11-09 13:12:57,+0100,,opay sir pls,en,[],[],1522403373500309518,1522403373500309518,OsaweMarvellous,Marvellous Osawe,3,13,https://twitter.com/OsaweMarvellous/status/1590316512669491200,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
11,1590316503668490241,1590316503668490241,1667995975000.0,2022-11-09 13:12:55,+0100,,million in million out na that fmt dem dey use knack una babe now  these kuda and opay boys,en,[],[],1484861893420404740,1484861893420404740,adhex_broonzer,Adhex Broonzer ✪,3,13,https://twitter.com/adhex_broonzer/status/1590316503668490241,[],[],0,,False,1,0,1,,opay,,,,,,,[],,,,,Opay
13,1590315836434427905,1590314358298791936,1667995816000.0,2022-11-09 13:10:16,+0100,,opay,en,[],[],727598852237316096,727598852237316096,Its_OG_tommy,BÀBÀTÒMÌWÀ🇳🇬🦍,3,13,https://twitter.com/Its_OG_tommy/status/1590315836434427905,[],['https://pbs.twimg.com/media/FhHv0drWYAANEvb.jpg'],1,https://pbs.twimg.com/media/FhHv0drWYAANEvb.jpg,False,1,0,0,,opay,,,,,,,"[{'screen_name': 'Qbet_intl', 'name': 'QBET.eth \U0001fac5🏾 (CHICKEN HEAD 🐔)', 'id': '1409483848241618944'}]",,,,,Opay
14,1590315719388196864,1589962347485224963,1667995788000.0,2022-11-09 13:09:48,+0100,,opay,en,[],[],1503753683145826309,1503753683145826309,tripple_T01,Daniel Borchers,3,13,https://twitter.com/tripple_T01/status/1590315719388196864,[],[],0,,False,1,0,0,,opay,,,,,,,"[{'screen_name': '_odunlade', 'name': 'Odunlade Adekola', 'id': '1502317131089784836'}]",,,,,Opay
16,1590315251391934464,1590291536943939586,1667995677000.0,2022-11-09 13:07:57,+0100,,opay,en,[],[],1483339116901191683,1483339116901191683,pattydan28,patty dan,3,13,https://twitter.com/pattydan28/status/1590315251391934464,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
17,1590315012064956416,1590287248586846208,1667995620000.0,2022-11-09 13:07:00,+0100,,sportybet king  opay,en,[],[],1268688448799543296,1268688448799543296,sammyjhoem,Sammyjhoem,3,13,https://twitter.com/sammyjhoem/status/1590315012064956416,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
18,1590314794833170432,1590238935955181568,1667995568000.0,2022-11-09 13:06:08,+0100,,opay,en,[],[],1503753683145826309,1503753683145826309,tripple_T01,Daniel Borchers,3,13,https://twitter.com/tripple_T01/status/1590314794833170432,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
19,1590314534874787844,1590314067184734208,1667995506000.0,2022-11-09 13:05:06,+0100,,boss the k on top the million make dey leave am for me  ogheneruemu godbless opay or paycom thank you,en,[],[],1513622376994463744,1513622376994463744,Alex10Xander10,Alex Xander,3,13,https://twitter.com/Alex10Xander10/status/1590314534874787844,[],[],0,,False,3,0,0,,opay,,,,,,,"[{'screen_name': 'Ekitipikin', 'name': 'Mayor Of Ekiti', 'id': '1035513929164832768'}]",,,,,Opay
20,1590314030270291974,1590295390775279617,1667995386000.0,2022-11-09 13:03:06,+0100,,go use opay or palmpay bro,en,[],[],1574713433710333952,1574713433710333952,taffy_litty,Just taffy,3,13,https://twitter.com/taffy_litty/status/1590314030270291974,[],[],0,,False,0,1,0,,opay,,,,,,,"[{'screen_name': 'KogiBoy9', 'name': 'BlessingAssorted', 'id': '1533258525564100608'}, {'screen_name': 'Ekitipikin', 'name': 'Mayor Of Ekiti', 'id': '1035513929164832768'}]",,,,,Opay
22,1590313190457413632,1590287248586846208,1667995185000.0,2022-11-09 12:59:45,+0100,,god bless u as you bless me pls  irechukwufaithful opay account,en,[],[],1481617902721712129,1481617902721712129,Exclusivegrace3,Exclusive grace,3,12,https://twitter.com/Exclusivegrace3/status/1590313190457413632,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
24,1590312908310855683,1590311868849336321,1667995118000.0,2022-11-09 12:58:38,+0100,,please send to me too i want to change my digital camera  opay,en,[],[],1545456150145024000,1545456150145024000,spicyylhyy11,spicyylhyy,3,12,https://twitter.com/spicyylhyy11/status/1590312908310855683,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Jedepan1', 'name': 'Omozokpia Ehis', 'id': '2533948150'}, {'screen_name': 'dontflogme', 'name': 'ESO', 'id': '1244691558185787393'}, {'screen_name': 'cuppymusic', 'name': 'Cuppy', 'id': '226944459'}]",,,,,Opay
27,1590312576243552256,1590287248586846208,1667995039000.0,2022-11-09 12:57:19,+0100,,opay,en,[],[],1097161321576103937,1097161321576103937,filterpaper090,Testimony,3,12,https://twitter.com/filterpaper090/status/1590312576243552256,[],[],0,,False,1,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
28,1590312421972856834,1590307577845362688,1667995002000.0,2022-11-09 12:56:42,+0100,,let me try my luck even though i know i aint getting picked   paycomopay,en,[],[],1483603536088903681,1483603536088903681,DidyChyna,KarMahh_LeMans,3,12,https://twitter.com/DidyChyna/status/1590312421972856834,[],['https://pbs.twimg.com/media/FhHstKbWAAEzY7d.jpg'],1,https://pbs.twimg.com/media/FhHstKbWAAEzY7d.jpg,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Oluwadolarz01', 'name': 'Big Dolarz 👑', 'id': '2757994337'}]",,,,,Opay
31,1590311735361433602,1590280309743882240,1667994838000.0,2022-11-09 12:53:58,+0100,,i go cook rice abeg pick me opay,en,[],[],1481677010321788929,1481677010321788929,olorunfemi0871,OLUWA TOYIN,3,12,https://twitter.com/olorunfemi0871/status/1590311735361433602,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Betodds1', 'name': 'MrGreen', 'id': '984656960116154369'}]",,,,,Opay
33,1590310858340462592,1590291536943939586,1667994629000.0,2022-11-09 12:50:29,+0100,,boss pls i really need it to pay part of my sch bill  opay david joshua,en,[],[],1548105256671649793,1548105256671649793,dara4lyf,amm sandra 🏆🌴,3,12,https://twitter.com/dara4lyf/status/1590310858340462592,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
34,1590310848115150848,1589955100373843970,1667994627000.0,2022-11-09 12:50:27,+0100,,k  opay ganiyu habeeb ola i know that you will elp me won day,en,[],[],1581948691111346178,1581948691111346178,habeeb0202,ola,3,12,https://twitter.com/habeeb0202/status/1590310848115150848,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Opay
40,1590309831839477760,1590238935955181568,1667994385000.0,2022-11-09 12:46:25,+0100,,opay bank,en,[],[],1588168679786700801,1588168679786700801,Classiq72042163,Class iq,3,12,https://twitter.com/Classiq72042163/status/1590309831839477760,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
41,1590309824948211718,1590309824948211718,1667994383000.0,2022-11-09 12:46:23,+0100,,notice me abeg  opay abeg,en,[],[],1505326093187919882,1505326093187919882,Bello12Adegoke,Adegoke Bello,3,12,https://twitter.com/Bello12Adegoke/status/1590309824948211718,[],[],0,,False,0,0,0,,opay,,,,,,,[],,,,,Opay
42,1590309658148773888,1589875545403428865,1667994343000.0,2022-11-09 12:45:43,+0100,,but weytin i know be say god dey up he don know who you go pick i just pray make he count me among eeii god abeg sportingking     opaywojuola lukman,en,[],[],1559592278389293057,1559592278389293057,BigOlaide,Lukman Olaide,3,12,https://twitter.com/BigOlaide/status/1590309658148773888,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
43,1590309572337864705,1590291536943939586,1667994323000.0,2022-11-09 12:45:23,+0100,,opay   please sir help me please i want to buy some books,en,[],[],1522403373500309518,1522403373500309518,OsaweMarvellous,Marvellous Osawe,3,12,https://twitter.com/OsaweMarvellous/status/1590309572337864705,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
44,1590309552654028800,1590044474918416385,1667994318000.0,2022-11-09 12:45:18,+0100,,opay,en,[],[],1569149231943892992,1569149231943892992,mercyrachea,Lukmon Tajudeen,3,12,https://twitter.com/mercyrachea/status/1590309552654028800,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
45,1590309059076710401,1590282797192970241,1667994200000.0,2022-11-09 12:43:20,+0100,,opay ganiyu habeeb ola please elp me god bless you,en,[],[],1581948691111346178,1581948691111346178,habeeb0202,ola,3,12,https://twitter.com/habeeb0202/status/1590309059076710401,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Opay
47,1590308743115595777,1590291536943939586,1667994125000.0,2022-11-09 12:42:05,+0100,,boss please consider me please abeg  opay aderiye peter olaoluwa,en,[],[],1538816252822573057,1538816252822573057,AderiyeDelight,Aderiye Delight,3,12,https://twitter.com/AderiyeDelight/status/1590308743115595777,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
48,1590308484591280129,1590287248586846208,1667994063000.0,2022-11-09 12:41:03,+0100,,opay,en,[],[],1432484232018993156,1432484232018993156,Zamy440,Zamy,3,12,https://twitter.com/Zamy440/status/1590308484591280129,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
49,1590308438495866882,1589875545403428865,1667994052000.0,2022-11-09 12:40:52,+0100,,sportking god bless you more may you never lack  opay,en,[],[],1446806559057657857,1446806559057657857,KayodeJenmi1,Kayode Jenmi,3,12,https://twitter.com/KayodeJenmi1/status/1590308438495866882,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
51,1590308334795509760,1590257375327686658,1667994028000.0,2022-11-09 12:40:28,+0100,,boss abeg look my side today i have never been credited  opay jonathan bosan silas,en,[],[],1543553691302727680,1543553691302727680,silasj565,Jonathan Silas,3,12,https://twitter.com/silasj565/status/1590308334795509760,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
52,1590308238834413573,1590287248586846208,1667994005000.0,2022-11-09 12:40:05,+0100,,god bless  may god make you remember me in your kingdom opay  dotun,en,[],[],1079896589454454785,1079896589454454785,Olakanye5,Coolfm,3,12,https://twitter.com/Olakanye5/status/1590308238834413573,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
53,1590308089198424065,1590307166279258112,1667993969000.0,2022-11-09 12:39:29,+0100,,boss hungry dey oo  opay,en,[],[],1577135210616979459,1577135210616979459,AdeMartynz11,Adeboye Martins,3,12,https://twitter.com/AdeMartynz11/status/1590308089198424065,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'SomtoPunta', 'name': 'B I G S O M T O', 'id': '261376775'}]",,,,,Opay
56,1590307914375626753,1590238935955181568,1667993927000.0,2022-11-09 12:38:47,+0100,,opay,en,[],[],1573916336043982848,1573916336043982848,psalms_elite,PsalmsElite,3,12,https://twitter.com/psalms_elite/status/1590307914375626753,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
57,1590307616840101890,1590250435566514178,1667993856000.0,2022-11-09 12:37:36,+0100,,opay,en,[],[],1545009570254393344,1545009570254393344,HeisElodi,COYG_ELODI,3,12,https://twitter.com/HeisElodi/status/1590307616840101890,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'BarrTayo', 'name': 'Barrister Tayo', 'id': '1571789298533277697'}]",,,,,Opay
59,1590307496261914624,1590048450770763776,1667993828000.0,2022-11-09 12:37:08,+0100,,jonah caroline opay,en,[],[],1556233076681965569,1556233076681965569,janet_eniola5,MABEL,3,12,https://twitter.com/janet_eniola5/status/1590307496261914624,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Opay
60,1590307487751675904,1590307166279258112,1667993826000.0,2022-11-09 12:37:06,+0100,,opay  i never chop oga mi,en,[],[],1363945346792099850,1363945346792099850,BallerDami,fadoyin dami baller,3,12,https://twitter.com/BallerDami/status/1590307487751675904,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'SomtoPunta', 'name': 'B I G S O M T O', 'id': '261376775'}]",,,,,Opay
61,1590307123166347264,1590289485719162880,1667993739000.0,2022-11-09 12:35:39,+0100,,add it to my business   jonah caroline  opay,en,[],[],1556233076681965569,1556233076681965569,janet_eniola5,MABEL,3,12,https://twitter.com/janet_eniola5/status/1590307123166347264,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'DAMIADENUGA', 'name': 'Dami’ Adenuga', 'id': '156563457'}]",,,,,Opay
62,1590307122868531200,1590287248586846208,1667993739000.0,2022-11-09 12:35:39,+0100,,opay,en,[],[],1569237143570075650,1569237143570075650,joylessboo1,Joylessboo,3,12,https://twitter.com/joylessboo1/status/1590307122868531200,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
63,1590307032120233984,1590287248586846208,1667993717000.0,2022-11-09 12:35:17,+0100,,opay acc  ogoke success chibuike,en,[],[],1482366547117105158,1482366547117105158,ogoke_success,Surskid💨,3,12,https://twitter.com/ogoke_success/status/1590307032120233984,[],[],0,,False,1,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
64,1590307004056502272,1589875545403428865,1667993710000.0,2022-11-09 12:35:10,+0100,,opay  any amount boss,en,[],[],1531738531181338625,1531738531181338625,_Jeyotheplug,Jeyo,3,12,https://twitter.com/_Jeyotheplug/status/1590307004056502272,[],[],0,,False,0,0,0,,opay,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,Opay
