,date,tweet,nlikes,Bank,Subjectivity,Polarity,Analysis
116,2022-11-09 12:03:28,keep it up bro youre good    kuda bank,0,Kuda bank,0.6000000000000001,0.7,Positive
117,2022-11-09 12:03:15,na inside church i dey like this boss   kuda bank temitope peter egunjobi,0,Kuda bank,0.0,0.0,Neutral
118,2022-11-09 12:03:09,boss i will really appreciate  kuda bank henry kelechi,0,Kuda bank,0.2,0.2,Positive
119,2022-11-09 12:02:08,please add more bank withdrawal option   like microfinance banks  kuda  palmpay  paycon,0,Kuda bank,0.5,0.5,Positive
121,2022-11-09 12:01:07,sportingking   your games took so many people out of the trenches just yesterday   more grace to continually make life changing predictions  a smile on my face will go very far king  kuda bank,0,Kuda bank,0.525,0.35750000000000004,Positive
122,2022-11-09 11:59:23,boss abeg help me with any amount  i need to pay my house rent even i have run comot for house now because is today i promise my landlord to come and i dont have any money to give him  kuda bank rasaq hammed,1,Kuda bank,0.0,0.0,Neutral
123,2022-11-09 11:58:17,i will use to for my transport back to school consider me today boss  kuda bank musa lukman,0,Kuda bank,0.0,0.0,Neutral
125,2022-11-09 11:57:53,kuda microfinance bank  orunko emmanuel please  bless me boss,0,Kuda bank,0.0,0.0,Neutral
126,2022-11-09 11:56:59,abeg anything at all  kuda bank na beg i dey,0,Kuda bank,0.0,0.0,Neutral
128,2022-11-09 11:55:30,please respond to my dm apparently green africa has refunded to the bank since th and kuda hasnt reversed or refunded that money im beyond shocked,0,Kuda bank,0.55,-0.44999999999999996,Negative
130,2022-11-09 11:54:19,boss dont forget me pleaseive never won from stuffs like thisneed money for my camp coming up soon nysc sportinking sportinking    kuda bank  sportinking,0,Kuda bank,0.0,0.0,Neutral
131,2022-11-09 11:53:39,please bossman help your boy street is so hard i hardly eat one square meal   joshua frank kuda microfinance bank,0,Kuda bank,0.5416666666666666,-0.2916666666666667,Negative
134,2022-11-09 11:51:03,this can help me with feeding for this week and the next   kuda bank thank you,0,Kuda bank,0.0,0.0,Neutral
137,2022-11-09 11:50:08,boss even if na k ill appreciate  kuda bank,0,Kuda bank,1.0,-0.5,Negative
139,2022-11-09 11:47:46,kuda bank  god no go shame us,0,Kuda bank,0.0,0.0,Neutral
140,2022-11-09 11:46:52,sportyking   kuda bank thanks,0,Kuda bank,0.2,0.2,Positive
142,2022-11-09 11:46:38,kuda bank would be grateful bro,0,Kuda bank,0.0,0.0,Neutral
145,2022-11-09 11:45:46,bank thanks in advance boss i never win am before,0,Kuda bank,0.30000000000000004,-0.1,Negative
146,2022-11-09 11:45:44,kuda bank  thomas olakunle i don drop account so te no one has ever credit my accountgod dey,2,Kuda bank,0.0,0.0,Neutral
147,2022-11-09 11:44:42,boss i dey wait oo because like dis my mouth don dry  abdussamad yusuf kuda bank,0,Kuda bank,0.6,-0.06666666666666665,Negative
150,2022-11-09 11:43:49,bossman more winnings unto you pls  bless me  kuda microfinance bank orunko emmanuel,0,Kuda bank,0.5,0.5,Positive
151,2022-11-09 11:43:30,bank of the free is now looting customers money almost registered a kuda account last week,0,Kuda bank,0.43333333333333335,0.2,Positive
155,2022-11-09 11:42:28,bossman please  bless me i would really appreciate it things hard ooo  kuda bank orunko emmanuel,1,Kuda bank,0.37083333333333335,-0.04583333333333334,Negative
157,2022-11-09 11:42:10,kuda microfinance bank account number,0,Kuda bank,0.0,0.0,Neutral
159,2022-11-09 11:42:01,even if na mini mini mani momake e reach me god abeg kuda bank,0,Kuda bank,0.0,0.0,Neutral
165,2022-11-09 11:40:58,oti sun mi walai make una notice me na please  bright joshua izundu kuda bank,0,Kuda bank,0.7999999999999999,0.7000000000000001,Positive
172,2022-11-09 11:40:04,please remove the lien placed on odikpo edmund okechukwu   kuda bank account i transferred the sum of  naira and  naira to his kuda bank account on the th of october  from my carbon account and the amount i sent to him was flagged,0,Kuda bank,0.0,0.0,Neutral
173,2022-11-09 11:40:04,following bro i don win from your game before sef and it was when i needed it  biko fund me too please   kuda bank,0,Kuda bank,0.3,0.13333333333333333,Positive
176,2022-11-09 11:39:30,dear  thank you for the update but i dont need it anymore  all i want is my money   kuda bank,1,Kuda bank,0.0,0.0,Neutral
177,2022-11-09 11:39:26,kuda bank  sir please i need the money so bad right now will be so glad if am lucky today,1,Kuda bank,0.7589285714285715,0.10476190476190479,Positive
180,2022-11-09 11:39:09,it will be able reduce the loan i have to pay  kuda bank  okah clarence david,0,Kuda bank,0.625,0.5,Positive
182,2022-11-09 11:38:34,even tried calling your support but keep getting you guys aint available to respond its really tiring everytime i need to move money out of my kuda bank to withdraw whereas i have a card with you guys its really saddening,0,Kuda bank,0.26666666666666666,0.26666666666666666,Positive
183,2022-11-09 11:38:21,kuda bank bright joshua izundu oti sun mi in the end they wont still choose you,0,Kuda bank,0.7999999999999999,0.7000000000000001,Positive
184,2022-11-09 11:38:10,boss if i see k for u hand lyk dis i don leave dis app for una  kuda bank  thank you am waiting sir,0,Kuda bank,0.0,0.0,Neutral
185,2022-11-09 11:38:09,sportingking sportingking  sportingking   kuda bank  i would appreciate sir thank you,1,Kuda bank,0.0,0.0,Neutral
189,2022-11-09 11:37:18,sportingking sportingking  kuda bank  i would appreciate sir thank you,1,Kuda bank,0.0,0.0,Neutral
190,2022-11-09 11:37:17,i have never received from you and i have been following for long now   kuda bank  okah clarence david,0,Kuda bank,0.25,-0.025,Negative
191,2022-11-09 11:36:40,sportingking  kuda bank  i would appreciate sir thanks,1,Kuda bank,0.2,0.2,Positive
192,2022-11-09 11:36:33,i have a reason why you should credit me but read k to repair my sewing machine engine and a birthday present for my mom it will soon be her birthday next tomorrow and the reason why you should pick me is because i am the breadwinner  kuda  bank    ibrahim faruq,2,Kuda bank,0.0,0.0,Neutral
193,2022-11-09 11:36:20,dear kuda updating my kuda app as is my custom trying to login and my account is said to be blocked via email please attend to me via dm that the only bank i use nd there is no reason why it should be blocked,0,Kuda bank,1.0,0.0,Neutral
195,2022-11-09 11:35:29,great work keep up the good work,0,Kuda bank,0.675,0.75,Positive
196,2022-11-09 11:35:26,kuda bank ive been following your page for awhile now sir make i see food chop this morning,2,Kuda bank,0.1,0.0,Neutral
198,2022-11-09 11:35:17,morning sir thanks for your kindness sir may the almighty god to bless you abundantly and enrich your pockets sir   okoida prosper kuda bank make them no forget me abeg any amount at all we do a lot sir,0,Kuda bank,0.575,0.4,Positive
200,2022-11-09 11:34:47,kuda microfinance bank thank you,0,Kuda bank,0.0,0.0,Neutral
201,2022-11-09 11:34:40,kuda bank  show me love,0,Kuda bank,0.6,0.5,Positive
202,2022-11-09 11:34:31,sportingking the table shaker the baddest  kudabank,0,Kuda bank,0.0,0.0,Neutral
203,2022-11-09 11:33:28,kuda bank  more wins boss,1,Kuda bank,0.35,0.4,Positive
205,2022-11-09 11:33:05,big punter god bless man   kuda bank,0,Kuda bank,0.1,0.0,Neutral
206,2022-11-09 11:32:39,is the worst bank  in the history of modern day digital bank once you have transaction issues just say bye bye to your money,1,Kuda bank,0.43333333333333335,-0.26666666666666666,Negative
209,2022-11-09 11:31:30,morning sir thanks for your kindness sir may the almighty god to bless you abundantly and enrich your pockets sir   okoida prosper kuda bank make them no forget me abeg any amount at all we do a lot sirma,0,Kuda bank,0.575,0.4,Positive
210,2022-11-09 11:31:08,kuda bank god bless you,0,Kuda bank,0.0,0.0,Neutral
212,2022-11-09 11:30:25,fakanbi femi johnson kuda bank god bless you boss,0,Kuda bank,0.0,0.0,Neutral
213,2022-11-09 11:29:58,kuda bank  thank you boss,0,Kuda bank,0.0,0.0,Neutral
214,2022-11-09 11:29:23,kuda is actually becoming a pain in the ass i think it time people be very careful of,1,Kuda bank,0.925,0.16,Positive
217,2022-11-09 11:29:02,morning sir thanks for your kindness sir may the almighty god to bless you abundantly and enrich your pockets sir   okoida prosper kuda bank make them no forget me abeg any amount at all we do a lot sir,0,Kuda bank,0.575,0.4,Positive
218,2022-11-09 11:28:51,sportingking to the world more grand audit agba forecaster abeg let the giveaway reach my side you might be saving a soul today god bless you   kuda bank,0,Kuda bank,0.75,0.5,Positive
219,2022-11-09 11:27:38,pls i really need this even if its not hooge pls i beg you sir pls any amount pls    kuda bankabraham,0,Kuda bank,0.2,0.2,Positive
220,2022-11-09 11:27:26,sportingking  my goat   acct no  bank kuda,0,Kuda bank,0.0,0.0,Neutral
221,2022-11-09 11:27:22,kuda bank   obasuyi elvis  boss just gimme anything wey come ur mind as u see my tweet even if nah  naira,0,Kuda bank,0.0,0.0,Neutral
222,2022-11-09 11:27:13,kuda bank  help ur boy bruh,0,Kuda bank,0.0,0.0,Neutral
224,2022-11-09 11:26:36,thanks in advance kuda bank,0,Kuda bank,0.2,0.2,Positive
225,2022-11-09 11:26:19,u are the boss i respect that alot anything will go a long way thanks in advance and god bless   kuda bank emediong archibong,0,Kuda bank,0.30000000000000004,0.07500000000000001,Positive
226,2022-11-09 11:26:06,i have been waiting boss please i pray i win i never ever win giveaway pray this will be my first sir   kuda bank david onwe  god will continue to keep and prosper you sportingking  more grace and good health,0,Kuda bank,0.44666666666666666,0.61,Positive
230,2022-11-09 11:25:32,i was scared buy i changed my password and is working well now,1,Kuda bank,0.0,0.0,Neutral
232,2022-11-09 11:25:23,king of king   kuda bank,0,Kuda bank,0.0,0.0,Neutral
237,2022-11-09 11:25:00,is kuda bank a joke to you,2,Kuda bank,0.0,0.0,Neutral
238,2022-11-09 11:24:27,sportyking u don try insha allah  god bless you ijn  kuda bank emediong archibong or,0,Kuda bank,0.0,0.0,Neutral
242,2022-11-09 11:23:41,sportingking abeg look this side oo    kuda bank,0,Kuda bank,0.0,0.0,Neutral
247,2022-11-09 11:23:01,sportingking more grand audit  kuda bank  andrew,1,Kuda bank,0.75,0.5,Positive
249,2022-11-09 11:22:46,show your boy love abeg    kuda bank,0,Kuda bank,0.6,0.5,Positive
251,2022-11-09 11:22:40,kuda bank     make we see small money stake person don too lose,0,Kuda bank,0.4,-0.25,Negative
256,2022-11-09 11:21:51,when you come to collect your people pls remember me  kuda bank,0,Kuda bank,0.0,0.0,Neutral
257,2022-11-09 11:21:51,sportingking abeg see me here ooo    kuda bank,0,Kuda bank,0.0,0.0,Neutral
261,2022-11-09 11:21:26,pls pick me pls i beg you even if its  i will be happy pls i really need it pls i beg you sir may god bless you     kuda bank oguntoye abraham oluwabamishe sportingking,0,Kuda bank,0.6,0.5,Positive
262,2022-11-09 11:21:21,sportingking pls boss any amount is appreciated    kuda bank,0,Kuda bank,0.1,0.2,Positive
265,2022-11-09 11:21:12,kuda bank always trending for the wrong reasons,1,Kuda bank,0.9,-0.5,Negative
266,2022-11-09 11:21:00,to hell with your support i do not need it,0,Kuda bank,0.0,0.0,Neutral
268,2022-11-09 11:20:36,ade udo  kuda bank hopefully joy is coming,0,Kuda bank,0.2,0.8,Positive
269,2022-11-09 11:20:36,kuda bank clement joseph,0,Kuda bank,0.0,0.0,Neutral
270,2022-11-09 11:20:36,good morningi just find out that my bank account was blocked and i dont know that cause of it i just updated my app and now im unable to login in to my two phones i got a message from kuda that my account is blocked,1,Kuda bank,0.55,0.09999999999999998,Positive
280,2022-11-09 11:19:24,okoida prosper kuda bank make them no forget me abeg any amount at all we do a lot sir,0,Kuda bank,0.0,0.0,Neutral
281,2022-11-09 11:19:16,house rest for school  kuda bank oladapo sadeeq bless up brotha,0,Kuda bank,0.0,0.0,Neutral
285,2022-11-09 11:19:04,sportingking abeg even if na k  kuda bank,0,Kuda bank,0.0,0.0,Neutral
287,2022-11-09 11:18:58,i don put details tire consider me now  kuda bank emmanuel ogbu egbo,0,Kuda bank,0.0,0.0,Neutral
288,2022-11-09 11:18:58,even though is late already i still believe in you to do miracle for me   kuda bank,0,Kuda bank,0.6,-0.3,Negative
293,2022-11-09 11:18:25,sporting king  i pray you notice me sha  kuda bank,0,Kuda bank,0.0,0.0,Neutral
302,2022-11-09 11:17:41,sporting kingboss of all bosses  kuda bank,0,Kuda bank,0.0,0.0,Neutral
303,2022-11-09 11:17:32,the guys one cut couldnt play the women fund no dae again   congratulations   please do me something abeg   kuda bank,0,Kuda bank,0.0,0.0,Neutral
308,2022-11-09 11:15:42,boss make i chop your giveaway for the first time biko   kuda bank,0,Kuda bank,0.3333333333333333,0.25,Positive
309,2022-11-09 11:15:14,you are mad,0,Kuda bank,1.0,-0.625,Negative
311,2022-11-09 11:14:24,i sent money from my access bank to my kuda bank and i have not received it since last night please help me,0,Kuda bank,0.06666666666666667,0.0,Neutral
315,2022-11-09 11:10:21,kuda bank god bless you,0,Kuda bank,0.0,0.0,Neutral
317,2022-11-09 11:08:04,i have been finding it difficult to login since i updated my app i have changed password twice and still unable to login reply me pls,0,Kuda bank,0.75,-0.5,Negative
320,2022-11-09 11:04:54,you people are not replyingi have messaged your dm please kuda my account has been blocked when i tried to sign through the kuda bank appi need the money ooo,1,Kuda bank,0.0,0.0,Neutral
324,2022-11-09 11:02:52,please kuda my account has been blocked when i tried to sign through the kuda bank appplease what happened i was able to log in onlineand it requested i use my transaction pin to unblock itbut it didnt workit kept showing access denied,1,Kuda bank,0.625,0.5,Positive
325,2022-11-09 11:02:50,gideon hotomo ovai enyi  kuda bank sir pls my entrance fee pls,0,Kuda bank,0.0,0.0,Neutral
326,2022-11-09 11:02:13,you people are not replying me please kuda my account has been blocked when i tried to sign through the kuda bank appplease what happened i was able to log in onlineand it requested i use my transaction pin to unblock itbut it didnt workit kept showing denied,1,Kuda bank,0.625,0.5,Positive
327,2022-11-09 11:01:58,kuda bank nigerias foremost mobileonly licensed neobank is expanding to the united kingdom to provide remittance services to nigerians living abroad,1,Kuda bank,0.0,0.0,Neutral
328,2022-11-09 11:00:57,please kuda my account has been blocked when i tried to sign through the kuda bank appplease what happenedi was able to log in onlineand it requested i use my transaction pin to unblock itbut it didnt workit kept showing access forbidden,1,Kuda bank,0.625,0.5,Positive
331,2022-11-09 10:59:09,please kuda my account has been blocked when i tried to sign through the kuda bank appplease what happened i was able to log in onlineand it requested i use my transaction pin to unblock itbut it didnt workit kept showing access denied,0,Kuda bank,0.625,0.5,Positive
332,2022-11-09 10:56:42,na transport i go use ehm do to my school abeg boos bless me  kuda bank musa lukman,0,Kuda bank,0.0,0.0,Neutral
333,2022-11-09 10:56:13,k will do for me   kuda bank,0,Kuda bank,0.0,0.0,Neutral
334,2022-11-09 10:55:36,abeg boos check me today bright my day  kuda bank musa lukman thank you,0,Kuda bank,0.7999999999999999,0.7000000000000001,Positive
335,2022-11-09 10:54:19,i go with   kuda bank patrick oluwaseyi ziery thanks,0,Kuda bank,0.2,0.2,Positive
336,2022-11-09 10:53:55,kuda bank thanks,0,Kuda bank,0.2,0.2,Positive
338,2022-11-09 10:48:25,kuda bank god bless you,0,Kuda bank,0.0,0.0,Neutral
339,2022-11-09 10:48:17,kuda bank god bless you,0,Kuda bank,0.0,0.0,Neutral
340,2022-11-09 10:48:16,kuda bank god bless you in advance sir,0,Kuda bank,0.0,0.0,Neutral
343,2022-11-09 10:46:55,i never see shishi sir  kuda bank,0,Kuda bank,0.0,0.0,Neutral
344,2022-11-09 10:46:48,good morning boss  kuda bank victor  nothing is too small thank you in advance,1,Kuda bank,0.5,0.22499999999999998,Positive
345,2022-11-09 10:45:54,mayor king make the boy laugh small na   kuda microfinance bank,1,Kuda bank,0.25,0.024999999999999994,Positive
346,2022-11-09 10:45:13,abeg boss please pick me for that giveaway i replied with   kuda bank  tijani abidemi,0,Kuda bank,0.0,0.0,Neutral
348,2022-11-09 10:44:15,help my life oo   kuda bank  god will continue to bless you,0,Kuda bank,0.0,0.0,Neutral
352,2022-11-09 10:43:43,kuda bank please boss lets dine together,0,Kuda bank,0.0,0.0,Neutral
358,2022-11-09 10:42:24,i need it to buy food stuffs  kuda bank,0,Kuda bank,0.0,0.0,Neutral
359,2022-11-09 10:42:00,boss i never chop this morning abe help  kuda bank jimoh ssheed ola,0,Kuda bank,0.0,0.0,Neutral
360,2022-11-09 10:41:16,nigerianfounded digital bank kuda opens in the uk and is targeted at nigerian who send money home it plans to expand to other african communities,0,Kuda bank,0.125,-0.041666666666666664,Negative
362,2022-11-09 10:41:08,dear   here one of nigeria citizen complaining about one of the financial institutions cleared to offer financial services in the country which has become a complaint experience instead  clearing a customer account without authorisation,1,Kuda bank,0.06666666666666667,-0.09999999999999999,Negative
364,2022-11-09 10:40:14,please kuda my account has been blocked when i tried to sign through the kuda bank appplease what happened i was able to log in onlineand it requested i use my transaction pin to unblock itbut it didnt workit kept showing access denied,0,Kuda bank,0.625,0.5,Positive
365,2022-11-09 10:39:42,kuda bank   hope to be among the lucky ones  god bless u more nd richly,0,Kuda bank,0.6944444444444445,0.40277777777777773,Positive
366,2022-11-09 10:39:03,gift ubi  kuda bank god bless you   hoping to be among the winners this time i pray u will never lack,0,Kuda bank,0.0,0.0,Neutral
367,2022-11-09 10:37:47,will pay part of my accommodation in school things are really tough at the moment and this would go a long way  kuda bank  thank you,0,Kuda bank,0.6166666666666667,-0.21944444444444444,Negative
368,2022-11-09 10:37:20,scam,0,Kuda bank,0.0,0.0,Neutral
369,2022-11-09 10:36:35,i will use it to get food stuff so u can at least eat breakfast this morning kuda bank,0,Kuda bank,0.4,-0.3,Negative
372,2022-11-09 10:35:40,okoida prosper kuda bank make them no forget me abeg,0,Kuda bank,0.0,0.0,Neutral
375,2022-11-09 10:34:57,kuda bank  henry boniface let me be lucky today oh god,0,Kuda bank,0.8333333333333334,0.3333333333333333,Positive
377,2022-11-09 10:33:12,what is money app and why is it preventing me from logging into my main kuda app  una dey whine me ni,0,Kuda bank,0.3333333333333333,0.16666666666666666,Positive
378,2022-11-09 10:32:10,are you kidding me which deal pass nigeria brewery  kuda bank for the record after two year moghel is still bagging deal when last did your fave  must you insert a nonetity into our conversation haba na,1,Kuda bank,0.06666666666666667,0.0,Neutral
379,2022-11-09 10:32:02,kuda bank has refused to reverse my declined pos transaction for over three weeks now and i have laid complaints tirelessly without any action from the bank as they are more concerned with their app launch than the hapiness,1,Kuda bank,0.3,0.3,Positive
380,2022-11-09 10:29:20,dont follow blind news ahbeg ohh theres nothing wrong with kuda      its just a plan to ruin their business  twitter is not a place to grow mad people everywhere,0,Kuda bank,0.8555555555555555,-0.5416666666666666,Negative
382,2022-11-09 10:28:46,mazi u of all ppl  kuda that is a back yard bank contact erica she is there brand ambassador just to see if u can reach them,0,Kuda bank,0.0,0.0,Neutral
385,2022-11-09 10:26:40,challenger bank kuda makes uk expansion with its remittance product,0,Kuda bank,0.0,0.0,Neutral
386,2022-11-09 10:26:19,kuda bank martin tobechukwu luke thank you boss,0,Kuda bank,0.0,0.0,Neutral
391,2022-11-09 10:20:20,you later sent the fund back to your kuda bank right,0,Kuda bank,0.17857142857142858,0.09523809523809523,Positive
392,2022-11-09 10:20:11,wat is happening in kuda bank,1,Kuda bank,0.0,0.0,Neutral
393,2022-11-09 10:18:59,some people will just come online and give false update about a bank  tamlbout remove your funds on kuda because system upgrade is about to happen  did kuda tell you they want to do data migration to another database abi app upgrade dey affect database clowns,0,Kuda bank,0.6,-0.4000000000000001,Negative
398,2022-11-09 10:17:03,i heard rlthis information about app update pls before you pass the information try it and see for your self  i really appreciate this biggest update because  bring new  style now if you like uk account u can open it truth,0,Kuda bank,0.38484848484848483,0.11212121212121212,Positive
399,2022-11-09 10:16:06,leave am  you get only  bank and na kuda  and na ur primary bank  u get mind update the app  when for the next four weeks you no go chop  you go sabi,0,Kuda bank,0.5,0.13333333333333333,Positive
402,2022-11-09 10:15:21,boss please pick me ive not been lucky  duncan williams kuda microfinance bank,0,Kuda bank,0.8333333333333334,0.3333333333333333,Positive
409,2022-11-09 10:12:58,ive been following you now no be this year i pray make u look my side boss let mercy locate me today o lord   kuda bank,0,Kuda bank,0.1,0.0,Neutral
413,2022-11-09 10:09:09,greet me with alert o debt wan kill me totally depressed  kuda bank,0,Kuda bank,0.45,-0.1,Negative
417,2022-11-09 10:06:25,kuda bank bro abeg no let this opportunity pass me  god will bless you for me,0,Kuda bank,0.0,0.0,Neutral
421,2022-11-09 10:06:07,ojo james kuda banki no we cant be unlucky everyday but we try again,0,Kuda bank,0.6,-0.2,Negative
422,2022-11-09 10:02:46,see whats kuda bank is about to do to their terms and conditions,0,Kuda bank,0.0,0.0,Neutral
423,2022-11-09 10:02:42,why is kuda bank trending,0,Kuda bank,0.0,0.0,Neutral
429,2022-11-09 09:56:29,kuda no be bank ke una go just dey talk rubbish,1,Kuda bank,0.0,0.0,Neutral
432,2022-11-09 09:54:23,kuda bank trying to send me to the village  but my jesusgtgtgtgtgt,0,Kuda bank,0.0,0.0,Neutral
434,2022-11-09 09:50:27,how can   claim to be active online yet    be clearing people account and no responses from    theyre all scam,2,Kuda bank,0.6,-0.13333333333333333,Negative
437,2022-11-09 09:47:27,boss pls help  i dont have anytin  kuda bank,1,Kuda bank,0.0,0.0,Neutral
439,2022-11-09 09:46:18,whats happening,0,Kuda bank,0.0,0.0,Neutral
440,2022-11-09 09:46:16,boss abeg stretch your blessing reach my side  kuda bank oluwaseun,0,Kuda bank,0.0,0.0,Neutral
441,2022-11-09 09:46:16,wetin happen,0,Kuda bank,0.0,0.0,Neutral
442,2022-11-09 09:45:37,what was coming  its suppose to be their app upgrade today nah,0,Kuda bank,0.0,0.0,Neutral
443,2022-11-09 09:45:34,what happened,0,Kuda bank,0.0,0.0,Neutral
445,2022-11-09 09:44:54,i withdrew all my money from  yesterday  i knew this was coming,16,Kuda bank,0.0,0.0,Neutral
446,2022-11-09 09:44:03,im going to go with   kuda bank caleb ifeji anything will go a long way,0,Kuda bank,0.4,-0.05,Negative
447,2022-11-09 09:43:29,please help somebody here too   kuda bank,0,Kuda bank,0.0,0.0,Neutral
453,2022-11-09 09:38:58,is something wrong with kuda bank or is just my phone,0,Kuda bank,0.9,-0.5,Negative
454,2022-11-09 09:38:06,duk mai kudi a kuda bank yacire karyayi updating app dinsu  is an announcement please,20,Kuda bank,0.0,0.0,Neutral
457,2022-11-09 09:37:50,opeyemi jimoh muiz kuda bank boss im even about to run out of data like this and i dont any cash on me at the moment to eat not to even talk of doing subabeg look my side any amount will do like this,0,Kuda bank,0.0,0.0,Neutral
458,2022-11-09 09:37:45,kuda bank  i know we much for you to attend to but i will be so greatful to be among the lucky ones this morning,0,Kuda bank,0.5166666666666667,0.26666666666666666,Positive
460,2022-11-09 09:36:55,this account has never won a giveaway on this page kindly change the narrative  kuda bank,0,Kuda bank,0.9,0.6,Positive
461,2022-11-09 09:36:54,kuda isnt a payment app kuda is a microfinance bank  i dont know you guy never heard about vfd microfinance bank  try them out,2,Kuda bank,0.0,0.0,Neutral
462,2022-11-09 09:36:33,kuda affected some people after update but it didnt affect me   cause am broke,13,Kuda bank,0.0,0.0,Neutral
463,2022-11-09 09:35:40,abeg i never chop morning food ohh,0,Kuda bank,0.0,0.0,Neutral
464,2022-11-09 09:35:39,i place my atm order and its showing set for delivery for the past three months but yet to be delivered pls whats going on,0,Kuda bank,0.25,-0.25,Negative
465,2022-11-09 09:34:47,after seeing kuda trend i rushed back to empty my account without even knowing why it trendingi no wan hear say,0,Kuda bank,0.21666666666666667,0.0,Neutral
466,2022-11-09 09:34:22,boss please dont pass me by not even today of all day that im extremely broke opeyemi jimoh muizkuda bank,0,Kuda bank,1.0,-0.125,Negative
468,2022-11-09 09:33:36,bank name kuda microfinance bank   account name chinwendu godswill felix   account number   bless me this morning,0,Kuda bank,0.0,0.0,Neutral
470,2022-11-09 09:32:49,kuda bank god bless you i will really appreciate it,1,Kuda bank,0.2,0.2,Positive
474,2022-11-09 09:32:06,make i move my money from kuda bank first what with all these stories,11,Kuda bank,0.3333333333333333,0.25,Positive
478,2022-11-09 09:30:56,after i knew kuda was trending i transferred my little token out of the account then i went ahead to upgrade the app just to be unable to get in the app madt,0,Kuda bank,0.5,-0.34375,Negative
480,2022-11-09 09:29:36,contact maxserve global consulting limited for all safety advice and installations   info save lives save property,0,Kuda bank,0.07142857142857142,-0.03571428571428571,Negative
481,2022-11-09 09:29:25,dont update your kuda bank  you wont be able to login again,0,Kuda bank,0.625,0.5,Positive
482,2022-11-09 09:29:06,kuda bank please sir,0,Kuda bank,0.0,0.0,Neutral
483,2022-11-09 09:27:53,nigerianfounded digital bank kuda   is launching a uknigeria remittance product in the united kingdom today,2,Kuda bank,0.0,0.0,Neutral
484,2022-11-09 09:27:30,kuda bank said they want  to upgrade to being called bank of africa when theyre not competent enough to be the bank of south west nigeria if this is part of their long term goal it not necessary execute it this year if they are not ready to live up to the task,2,Kuda bank,0.5944444444444444,-0.043939393939393945,Negative
486,2022-11-09 09:27:03,kuda bank here i am boss,0,Kuda bank,0.0,0.0,Neutral
487,2022-11-09 09:26:13,im not sure you can use kuda for international payment try other bank,0,Kuda bank,0.4212962962962963,-0.125,Negative
489,2022-11-09 09:25:39,i hear say if you update kuda bank dem go deactivate    omoh thank god i never update sha,1,Kuda bank,0.0,0.0,Neutral
493,2022-11-09 09:24:00,i dont know why yall are complaining tho i updated my kuda app and there no bug or issue with it it working fine why kuda no deactivate my own account,3,Kuda bank,0.75,0.5083333333333333,Positive
495,2022-11-09 09:23:29,kuda microfinance bank i have never been credited but im about to i hope so,0,Kuda bank,0.0,0.0,Neutral
502,2022-11-09 09:22:01,this one kuda bank dey trend my app still no dey open god abeg oooo,9,Kuda bank,0.5,0.0,Neutral
2,2022-11-09 13:18:57,sportingking   opay,0,Opay,0.0,0.0,Neutral
3,2022-11-09 13:17:45,opay  glory adeleye,0,Opay,0.0,0.0,Neutral
4,2022-11-09 13:17:13,knack me h boss opay  thanks,0,Opay,0.2,0.2,Positive
8,2022-11-09 13:13:22,sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king sporting king  paycomopay,0,Opay,0.0,0.0,Neutral
9,2022-11-09 13:13:09,opay adedoyin,0,Opay,0.0,0.0,Neutral
10,2022-11-09 13:12:57,opay sir pls,0,Opay,0.0,0.0,Neutral
11,2022-11-09 13:12:55,million in million out na that fmt dem dey use knack una babe now  these kuda and opay boys,1,Opay,0.0,0.0,Neutral
13,2022-11-09 13:10:16,opay,1,Opay,0.0,0.0,Neutral
14,2022-11-09 13:09:48,opay,1,Opay,0.0,0.0,Neutral
16,2022-11-09 13:07:57,opay,0,Opay,0.0,0.0,Neutral
17,2022-11-09 13:07:00,sportybet king  opay,0,Opay,0.0,0.0,Neutral
18,2022-11-09 13:06:08,opay,0,Opay,0.0,0.0,Neutral
19,2022-11-09 13:05:06,boss the k on top the million make dey leave am for me  ogheneruemu godbless opay or paycom thank you,3,Opay,0.5,0.5,Positive
20,2022-11-09 13:03:06,go use opay or palmpay bro,0,Opay,0.0,0.0,Neutral
22,2022-11-09 12:59:45,god bless u as you bless me pls  irechukwufaithful opay account,0,Opay,0.0,0.0,Neutral
24,2022-11-09 12:58:38,please send to me too i want to change my digital camera  opay,0,Opay,0.0,0.0,Neutral
27,2022-11-09 12:57:19,opay,1,Opay,0.0,0.0,Neutral
28,2022-11-09 12:56:42,let me try my luck even though i know i aint getting picked   paycomopay,0,Opay,0.0,0.0,Neutral
31,2022-11-09 12:53:58,i go cook rice abeg pick me opay,0,Opay,0.0,0.0,Neutral
33,2022-11-09 12:50:29,boss pls i really need it to pay part of my sch bill  opay david joshua,0,Opay,0.2,0.2,Positive
34,2022-11-09 12:50:27,k  opay ganiyu habeeb ola i know that you will elp me won day,0,Opay,0.0,0.0,Neutral
40,2022-11-09 12:46:25,opay bank,0,Opay,0.0,0.0,Neutral
41,2022-11-09 12:46:23,notice me abeg  opay abeg,0,Opay,0.0,0.0,Neutral
42,2022-11-09 12:45:43,but weytin i know be say god dey up he don know who you go pick i just pray make he count me among eeii god abeg sportingking     opaywojuola lukman,0,Opay,0.0,0.0,Neutral
